,CO_ENTIDADE,NO_ENTIDADE,DT_ANO_LETIVO_INICIO,CO_MUNICIPIO,TP_LOCALIZACAO,TP_DEPENDENCIA,IN_LOCAL_FUNC_UNID_PRISIONAL,IN_LOCAL_FUNC_PRISIONAL_SOCIO,IN_AGUA_FILTRADA,IN_AGUA_INEXISTENTE,IN_ENERGIA_INEXISTENTE,IN_ESGOTO_INEXISTENTE,IN_LIXO_RECICLA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_BIBLIOTECA_SALA_LEITURA,IN_BANHEIRO_DENTRO_PREDIO,IN_BANHEIRO_CHUVEIRO,IN_AREA_VERDE,IN_COMPUTADOR,IN_INTERNET,IN_ALIMENTACAO,ano
5156,26117720,CENT DE INST E APRENDIZAGEM ESPEC DE PE - CINAPE,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5157,26181410,ESCOLA ESPACO CRIANCA,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5158,26124289,COLEGIO CONTATO,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5159,26183676,CENTRO UNIVERSITARIO MAURICIO DE NASSAU - BOA VIAGEM - CAMPUS RECIFE - FMN,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5160,26117800,CENTRO EDUCACIONAL ROSA DOS VENTOS,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5161,26119200,ESCOLA MUNICIPAL ZUMBI DOS PALMARES,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5162,26120100,ESCOLA PROFESSORA INALDA SPINELLI,05/02/2018,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2018
5163,26122200,W D CENTRO EDUCACIONAL LTDA,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5164,26122600,ESCOLA MUNICIPAL SANTA CECILIA,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2018
5165,26123100,ESCOLA MUNICIPAL SANTA EDWIGES,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5166,26123800,ESCOLA JOAO VERISSIMO,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5167,26156059,ASSIST E PROM SOCIAL EXERC DE SALVAC,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5168,26180200,CFI-COLEGIO DE FORMACAO INTEGRAL,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018
5169,26187400,EXCLUSIVO COLEGIO E CURSO,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018
5170,26197600,ESCOLA NOSSA SENHORA DAS GRACAS,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5171,26148161,ESCOLA MUNICIPAL EDUCADOR PAULO FREIRE,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5172,26464756,ESCOLA EVOLUCAO INFANTIL,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5173,26125277,ESCOLA UNIVERSO INFANTIL,01/02/2017,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5174,26125293,ESCOLA SENADOR ANTONIO FARIAS,05/02/2018,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2018
5175,26125358,ESCOLA MONTE VERDE,05/02/2018,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2018
5176,26125404,COLEGIO AVANCE,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2018
5177,26125447,INSTITUTO IVONE VANDERLEY,29/01/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5178,26125471,INSTITUTO SANTA MADALENA,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5179,26125480,ESCOLA MUNICIPAL JARDIM MAURICEIA,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2018
5180,26125510,ESCOLA MUNICIPAL OSWALDO LIMA FILHO,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5181,26125528,ESCOLA MUNICIPAL PAIS E FILHOS,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5182,26125544,ESCOLA MUNICIPAL POETA PAULO BANDEIRA DA CRUZ,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5183,26125552,ESCOLA MUNICIPAL PROFESSOR ADAUTO PONTES,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5184,26125560,ESCOLA MUNICIPAL PROF JOSE LOURENCO DE LIMA,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5185,26125579,ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5186,26125587,UPI - UNIDADE PEDAGOGICA INFANTIL LTDA,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5187,26126419,ESCOLA MUNICIPAL PRESBITERO JOSE BEZERRA,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2018
5188,26126427,ESCOLA MUNICIPAL PASTOR PAULO LEIVAS MACALAO,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5189,26126435,ESCOLA NOSSA SENHORA DAS DORES,05/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5190,26126443,ESCOLA NOSSA SENHORA DE FATIMA - RN,01/02/2018,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2018
5191,26126451,ESCOLA O MUNDO DO ABC,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2018
5192,26126460,ESCOLA PARTICULAR NOSSA SENHORA DA CONCEICAO,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5193,26126486,ESCOLA PERALTA,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5194,26126494,ESCOLA MUNICIPAL POETA JOAQUIM CARDOSO,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5195,26126508,COLEGIO TRES MARIAS 1� E 2� GRAU,05/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018
5196,26126516,ESCOLA MUNICIPAL PROFESSOR ADERBAL GALVAO,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5197,26126524,ESCOLA MUNICIPAL PROFESSOR NILO PEREIRA,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2018
5198,26126559,ESCOLA COMANDANTE LUIZ GOMES,01/02/2018,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2018
5199,26126575,ESCOLA PADRE JOAO BARBOSA,01/02/2018,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2018
5200,26126583,ESCOLA MUNICIPAL SANTA MARIA GORETTI,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5201,26127784,ESCOLA MUNICIPAL JOAO PESSOA GUERRA,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5202,26127792,ESCOLA MUNICIPAL SAO DOMINGOS,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5203,26127857,ESCOLA FERNANDES VIEIRA,05/02/2018,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2018
5204,26127865,ESCOLA PROFESSOR CANDIDO DUARTE,05/02/2018,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2018
5205,26127873,ESCOLA MUNICIPAL HENFIL,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2018
5206,26127890,INSTITUTO HELENA LUBIENSKA,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018
5207,26127903,INSTITUTO EDUCACIONAL PEDRO HERMINIO,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5208,26127911,INSTITUTO CINDERELA,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2018
5209,26127938,INSTITUTO EDUCACIONAL ALEXANDRE BARROS,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2018
5210,26127970,INSTITUTO SAO JOAO BATISTA,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5211,26128020,COLEGIO HORIZONTE,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018
5212,26128039,COLEGIO SAO JORGE,05/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2018
5213,26128047,EDUCANDARIO LEDA MELLO,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5214,26128055,EDUCANDARIO NOSSA SENHORA DA CONCEICAO,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2018
5215,26134160,ESCOLA BRINCANDO E CONSTRUINDO,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5216,26179067,CENTRO DE ASSISTENCIA S MANOEL A CASMAP,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5217,26152843,ESCOLA NOVA GERACAO,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5218,26152894,ESCOLA CONSTRUINDO O SABER,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5219,26152959,EDUCANDARIO NOSSA SENHORA DA CONCEICAO,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2018
5220,26152967,ESCOLA RAIO DE LUZ,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5221,26153050,COLEGIO NOVO DECISAO,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5222,26153068,CRECHE MUNICIPAL SONHO DO POVO,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2018
5223,26153084,ESCOLA BENFICA,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018
5224,26153092,CRECHE TIA MADALENA,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5225,26153114,CRECHE MUNICIPAL ROSA SELVAGEM,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5226,26153122,CMEI BRASILIA TEIMOSA,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2018
5227,26122391,RADICAL COLEGIO E CURSO,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5228,26132540,CENTRO EDUCACIONAL SHALON,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5229,26132635,ESCOLA MUNICIPAL JORDAO BAIXO,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5230,26132643,ESCOLA MUNICIPAL FERNANDO SANTA CRUZ,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5231,26132680,ESCOLA RECANTO DA INFANCIA,05/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5232,26133725,COLEGIO CAPITAO MORONI LTDA,02/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2018
5233,26133776,CENTRO EDUCACIONAL MONTE SINAI,02/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018
5234,26133837,ESCOLA MUNICIPAL CRISTIANO CORDEIRO,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2018
5235,26133857,ESCOLA TECNICA LEIAUT CARIELE,01/05/2017,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2018
5236,26157543,INSTITUTO MARCOS PAULO,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5237,26157551,CMEI NOVO PINA-,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2018
5238,26157560,CRECHE MUNICIPAL VINDE A MIM AS CRIANCINHAS,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5239,26157578,CRECHE MUNICIPAL JOAO EUGENIO,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2018
5240,26157640,INSTITUTO PAULA EMILIA LTDA ME,30/05/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2018
5241,26123789,ESCOLA JARDIM FELIZ,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5242,26147475,EDUCANDARIO KARLA,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5243,26121409,GRUPO EDUCACIONAL CONTATO LTDA,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5244,26135396,CONSERVATORIO PERNAMBUCANO DE MUSICA,05/02/2018,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2018
5245,26163500,CENT APLICA AO DESEN E ORIENT TEC EDU RECIFE CAD,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5246,26137992,ESCOLA O PEQUENO APRENDIZ,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018
5247,26139588,ANNAIC DE MENDONCA TRAVASSOS - ME,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018
5248,26139618,COLEGIO MILITAR DO RECIFE,01/02/2018,2611606,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2018
5249,26139642,ESCOLA MARIA DE FATIMA,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5250,26139685,INSTITUTO RAQUEL DE QUEIROZ,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5251,26139723,ESCOLA MUNICIPAL ALTO SANTA TEREZINHA,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5252,26139782,INSTITUTO NOSSA SENHORA DE FATIMA,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2018
5253,26139820,INSTITUTO SAO MARCOS,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5254,26139847,ESCOLA DA FRATERNIDADE,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5255,26139863,ESCOLA CARROSSEL,29/01/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
5256,26160161,CONSELHO DE MORADORES DO BAIRRO DO IPSEP,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5257,26162849,LAR DE SANDRO,,2611606,1,4,,,,,,,,,,,,,,,,,,2018
5258,26124424,ESCOLA PROFESSOR MARCOS DE BARROS FREIRE,05/02/2018,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2018
5259,26119129,ESCOLA MUNICIPAL DE DOIS RIOS,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2018
5260,26119145,ESCOLA MUNICIPAL DOS REMEDIOS,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5261,26119170,ESCOLA MUNICIPAL SENADOR JOSE ERMIRIO DE MORAES,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018
5262,26119196,ESCOLA MUNICIPAL TRES CARNEIROS,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2018
5263,26119218,ESCOLA MUNICIPAL DA IPUTINGA,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2018
5264,26119242,ESCOLA O PEQUENOTE,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5265,26119269,COLEGIO MADRE TERESA DE CALCUTA,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2018
5266,26119293,ESCOLA PASTOR MUNGUBA SOBRINHO,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2018
5267,26119331,ESCOLA MUNICIPAL PADRE JOSE DE ANCHIETA,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2018
5268,26119471,ESCOLA RELUZIR,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5269,26119617,ESCOLA MUNICIPAL GENERAL SAN MARTIN,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2018
5270,26119641,ESCOLA MUNICIPAL DOUTOR RODOLFO AURELIANO,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2018
5271,26119650,ESCOLA ABELHINHA,29/01/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018
5272,26119714,ESCOLA CORACAO DE MARIA,05/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2018
5273,26121310,ESCOLA MANOEL BORBA,05/02/2018,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2018
5274,26121328,COLEGIO ADVENTISTA DO RECIFE,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018
5275,26121344,ESCOLA LUIZ DELGADO,01/02/2018,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2018
5276,26121360,ECOLE ENSINO INTEGRALIZADO - UNIDADE II,02/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5277,26121379,COLEGIO 2001,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018
5278,26121468,ESCOLA MUNICIPAL PEDRO AUGUSTO,05/02/2018,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2018
5279,26121484,COLEGIO SALESIANO SAGRADO CORACAO,01/02/2018,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018
